id	item_group_id	title	description	price	sale_price	image_link	link	availability	product_type	brand	color	size	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4	catwalk_video	parent_sku	sales_count_10_days	vip_price	release_date	sales_count_conversions_10_days	half_price	aged_sale_price	sales_count_conversions_1_day	inventory_count
FA2354745-1533-83110	14242213	"Stella Embellished Slide Sandal"	" Material: Faux Leather Heel Height: 0.75"" Measurements will vary slightly Closure: Slip On Imported "	$39.95	$7.49	https://us-cdn.justfab.com/media/images/products/FA2354745-1533/FA2354745-1533-2_589x860.jpg	https://www.justfab.ca/products/Stella-Embellished-Slide-Sandal-FA2354745-1533	"in stock"	"Fashion > Shoes > Sandals > Slide"	JustFab			2	10	"Stella Embellished Slide Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/FA2354745-1533/FA2354745-1533.mp4	FA2354745	10	$29.95	31/01/2023	2	$17.97	$	1	6
FT2354736-5618-83060	14242327	"Lincoln Braided Moccasin"	" Material: Faux Suede Heel Height: 0.25"" Measurements will vary slightly Closure: Slip On Imported "	$39.95	$7.49	https://us-cdn.justfab.com/media/images/products/FT2354736-5618/FT2354736-5618-2_589x860.jpg	https://www.justfab.ca/products/Lincoln-Braided-Moccasin-FT2354736-5618	"in stock"	"Fashion > Shoes > Flats > Loafer"	JustFab			2	19	"Lincoln Braided Moccasin"		"low performer"	https://us-cdn.justfab.com/media/video/products/FT2354736-5618/FT2354736-5618.mp4	FT2354736	19	$29.95	31/01/2023	2	$17.97	$	0	12
HD2354726-1429-83120	14242366	"Caroline Mule Heeled Sandal"	" Material: Faux Leather Heel Height:1.75"" Measurements will vary slightly Closure: Slip On Imported "	$39.95	$7.49	https://us-cdn.justfab.com/media/images/products/HD2354726-1429/HD2354726-1429-2_589x860.jpg	https://www.justfab.ca/products/Caroline-Mule-Heeled-Sandal-HD2354726-1429	"in stock"	"Fashion > Shoes > Sandals > Mule"	JustFab			2	23	"Caroline Mule Heeled Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/HD2354726-1429/HD2354726-1429.mp4	HD2354726	23	$29.95	31/01/2023	2	$17.97	$	0	49
HD2354726-7330-83120	14242405	"Caroline Mule Heeled Sandal"	" Material: Faux Leather Heel Height:1.75"" Measurements will vary slightly Closure: Slip On Imported "	$39.95	$7.49	https://us-cdn.justfab.com/media/images/products/HD2354726-7330/HD2354726-7330-2_589x860.jpg	https://www.justfab.ca/products/Caroline-Mule-Heeled-Sandal-HD2354726-7330	"in stock"	"Fashion > Shoes > Sandals > Mule"	JustFab			2	10	"Caroline Mule Heeled Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/HD2354726-1429/HD2354726-1429.mp4	HD2354726	10	$29.95	31/01/2023	2	$17.97	$	0	11
PP2044992-7505-88120	14243251	"Khloy Classic Pump"	" Belongs to the JF Core collection—tried, tested & true Material: Faux Suede Heel Height: 3.25"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Closure: Slip On Imported "	$44.95	$8.24	https://us-cdn.justfab.com/media/images/products/PP2044930-7505/PP2044930-7505-2_589x860.jpg	https://www.justfab.ca/products/Khloy-Classic-Pump-PP2044930-7505	"in stock"	"Fashion > Shoes > Pumps > Classic"	JustFab			2	8	"Khloy Classic Pump"		"low performer"	https://us-cdn.justfab.com/media/video/products/PP2044930-0001/PP2044930-0001.mp4	PP2044930	8	$32.95	31/01/2023	2	$19.77	$	1	5
SK2252831-7820-84060	14385091	"Ximena Sneaker"	" Material: Faux Leather Heel Height: 2.0"" Measurements will vary slightly Closure: Adjustable Laces Imported "	$59.99	$12.49	https://us-cdn.justfab.com/media/images/products/SK2252831-7820/SK2252831-7820-2_589x860.jpg	https://www.justfab.ca/products/XIMENA-SNEAKER-SK2252831-7820	"in stock"	"Fashion > Shoes > Sneakers > Low Top"	JustFab			2	6	"Ximena Sneaker"		"low performer"	https://us-cdn.justfab.com/media/video/products/SK2149129-1010/SK2149129-1010.mp4	SK2252831	6	$49.95	31/01/2023	2	$29.97	$	2	41
FA2354804-7330-83120	14387011	"Eva Flat Slide Sandal"	" Material: Faux Leather Heel Height: 0.75"" Measurements will vary slightly Closure: Slip On Imported "	$44.95	$8.74	https://us-cdn.justfab.com/media/images/products/FA2354804-7330/FA2354804-7330-2_589x860.jpg	https://www.justfab.ca/products/Eva-Lug-Sole-Sandal-FA2354804-7330	"in stock"	"Fashion > Shoes > Sandals > Slide"	JustFab			2	14	"Eva Flat Slide Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/FA2354804-1429/FA2354804-1429.mp4	FA2354804	14	$34.95	28/02/2023	2	$20.97	$	2	5
FT2354795-1533-83110	14387089	"Alanis Pointed Toe Flat"	" Material: Faux Leather Braided cross strap design Heel Height: 0.25"" Measurements will vary slightly Closure: Slip On Imported "	$46.95	$8.74	https://us-cdn.justfab.com/media/images/products/FT2354795-1533/FT2354795-1533-2_589x860.jpg	https://www.justfab.ca/products/Alanis-Pointed-Toe-Flat-FT2354795-1533	"in stock"	"Fashion > Shoes > Flats > Mule"	JustFab			2	29	"Alanis Pointed Toe Flat"		"mid performer"	https://us-cdn.justfab.com/media/video/products/FT2354795-1533/FT2354795-1533.mp4	FT2354795	29	$34.95	28/02/2023	2	$20.97	$	1	47
BS2354813-1090-83060	14387245	"Sierra Embellished Bootie"	" Material: Faux Leather Shaft Height: 7.0"" Heel Height: 2.5"" Measurements will vary slightly Closure: Adjustable Buckle Imported "	$64.99	$13.24	https://us-cdn.justfab.com/media/images/products/BS2354813-1090/BS2354813-1090-2_589x860.jpg	https://www.justfab.ca/products/Sierra-Lug-Sole-Bootie-BS2354813-1090	"in stock"	"Fashion > Shoes > Boots > Combat"	JustFab			2	6	"Sierra Embellished Bootie"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2354813-1533/BS2354813-1533.mp4	BS2354813	6	$52.95	28/02/2023	2	$31.77	$	1	14
WE2354805-7505-83060	14387479	"Itzel Wedge Sandal"	" Material: Recycled Micro Suede/ Natural Raffia Heel Height: 3.5"" Platform Height: 0.5"" Measurements will vary slightly Closure: Slip On Imported "	$52.95	$9.99	https://us-cdn.justfab.com/media/images/products/WE2354805-7505/WE2354805-7505-2_589x860.jpg	https://www.justfab.ca/products/Itzel-Wedge-Sandal-WE2354805-7505	"in stock"	"Fashion > Shoes > Sandals > Wedge"	JustFab			2	23	"Itzel Wedge Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/WE2354805-2600/WE2354805-2600.mp4	WE2354805	23	$39.95	28/02/2023	2	$23.97	$	0	26
SK2354765-1090-83110	14387791	"Brooklyn Athletic Sneaker"	" Material: Faux Leather Heel Height: 0.75"" Measurements will vary slightly Closure: Adjustable Laces Imported "	$49.95	$9.99	https://us-cdn.justfab.com/media/images/products/SK2354765-1090/SK2354765-1090-2_589x860.jpg	https://www.justfab.ca/products/Brooklyn-Low-Top-Sneaker-SK2354765-1090	"in stock"	"Fashion > Shoes > Sneakers > Low Top"	JustFab			2	21	"Brooklyn Athletic Sneaker"		"low performer"	https://us-cdn.justfab.com/media/video/products/SK2354765-1090/SK2354765-1090.mp4	SK2354765	21	$39.95	28/02/2023	2	$23.97	$	1	41
FA2354803-2531-83080	14387908	"Estelle Flat Slide Sandal"	" Material: Faux Leather Heel Height: 0.25"" Measurements will vary slightly Closure: Slip On Imported "	$39.95	$7.49	https://us-cdn.justfab.com/media/images/products/FA2354803-2531/FA2354803-2531-2_589x860.jpg	https://www.justfab.ca/products/Estelle-Pleated-Slide-Sandal-FA2354803-2531	"in stock"	"Fashion > Shoes > Sandals > Slide"	JustFab			2	19	"Estelle Flat Slide Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/FA2354803-2531/FA2354803-2531.mp4	FA2354803	19	$29.95	28/02/2023	2	$17.97	$	0	211
BS2045214-0001-88090	8843554	"Rosamund Block Heeled Bootie"	" Belongs to the JF Core collection—tried, tested & true Material: Faux Suede Heel Height: 4.0"" Shaft Height: 4.5"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Imported "	$49.95	$9.99	https://us-cdn.justfab.com/media/images/products/BS1828519-0001/BS1828519-0001-2_589x860.jpg	https://www.justfab.ca/products/Rosamund-Block-Heel-Bootie-BS1828519-0001	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab			2	8	"Rosamund Block Heeled Bootie"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS1828519-0001/BS1828519-0001.mp4	BS1828519	8	$39.95	28/11/2022	2	$23.97	$	0	377
PP1939036-1810-84055	9567436	"Mika Embellished Clear Pump"	" Material: Faux Leather Heel Height: 4.25"" Measurements will vary slightly Imported "	$72.95	$11.24	https://us-cdn.justfab.com/media/images/products/PP1939036-1810/PP1939036-1810-2_589x860.jpg	https://www.justfab.ca/products/Mika-Embellished-Clear-Pump-PP1939068-1810	"in stock"	"Fashion > Shoes > Pumps > D'Orsay"	JustFab			2	3	"Mika Embellished Clear Pump"		"low performer"	https://us-cdn.justfab.com/media/video/products/PP1939068-1810/PP1939068-1810.mp4	PP1939068	3	$44.95	29/07/2022	2	$26.97	$	0	23
FB1938158-0001-83070	9709084	"Annabeth Quilted Flat Boot"	" Material: Faux Leather/Textile Heel Height: 1.25"" Shaft Height (based on size 8): 18.25"" Calf Circumference (based on size 8): 16.5"" Wide Calf Circumference (based on size 8): 17.5"" Measurements will vary slightly Imported "	$59.95	$12.49	https://us-cdn.justfab.com/media/images/products/FB1938158-0001/FB1938158-0001-2_589x860.jpg	https://www.justfab.ca/products/Annabeth-Quilted-Flat-Boot-FB1938158-0001	"in stock"	"Fashion > Shoes > Boots > Riding"	JustFab			2	5	"Annabeth Quilted Flat Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/FB1938158-0001/FB1938158-0001.mp4	FB1938158	5	$49.95	25/01/2021	2	$29.97	$	0	209
FB2045843-1440-83070	10934065	"Hollye Flat Boot"	" New! Padded insole for extra comfort Material: Faux Leather Heel Height: 0.7"" Shaft Height (based on size 8): 15"" Calf Circumference (based on size 8): 16.5"" Measurements will vary slightly Imported "	$49.95	$9.99	https://us-cdn.justfab.com/media/images/products/FB2045843-1440/FB2045843-1440-2_589x860.jpg	https://www.justfab.ca/products/Hollye-Flat-Boot-FB2045843-1440	"in stock"	"Fashion > Shoes > Boots > Riding"	JustFab			1	1	"Hollye Flat Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/FB2045843-2640/FB2045843-2640.mp4	FB2045843	1	$39.95	03/02/2021	1	$23.97	$	0	38
HS2146357-0001-83100	11179456	"Mattison Block Heeled Boot"	" New! Padded insole for extra comfort Material: Faux Leather Heel Height: 4"" Shaft Height (based on size 8): 14"" Calf Circumference (based on size 8): 16.5"" Wide Calf Circumference (based on size 8): 17.5"" Measurements will vary slightly Imported "	$56.95	$11.24	https://us-cdn.justfab.com/media/images/products/HS2146357-0001/HS2146357-0001-2_589x860.jpg	https://www.justfab.ca/products/Mattison-Block-Heeled-Boot-HS2146357-0001	"in stock"	"Fashion > Shoes > Boots > Heeled Boots"	JustFab			1	1	"Mattison Block Heeled Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/HS2146357-0001/HS2146357-0001.mp4	HS2146357	1	$44.95	17/08/2021	1	$26.97	$	0	30
DA2147641-0001-88110	11340820	"Lorelai Block Heeled Sandal"	" Featured JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Belongs to the JF Core collection—tried, tested & true Material: Faux Suede Heel Height: 4"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Imported "	$44.95	$8.24	https://us-cdn.justfab.com/media/images/products/DA2040125-0001/DA2040125-0001-2_589x860.jpg	https://www.justfab.ca/products/Lorelai-Block-Heeled-Sandal-DA2040125-0001	"in stock"	"Fashion > Shoes > Sandals > Ankle Strap"	JustFab			1	10	"Lorelai Block Heeled Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/DA2040125-0503/DA2040125-0503.mp4	DA2040125	10	$32.95	31/01/2023	1	$19.77	$	0	50
PP2044992-1530-88095	11341963	"Khloy Classic Pump"	" Padded insole with arch support Material: Faux Suede Heel Height: 3.25"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Imported "	$44.95	$8.24	https://us-cdn.justfab.com/media/images/products/PP2044930-1530/PP2044930-1530-2_589x860.jpg	https://www.justfab.ca/products/Khloy-Classic-Pump-PP2044930-1530	"in stock"	"Fashion > Shoes > Pumps > Classic"	JustFab			1	1	"Khloy Classic Pump"		"low performer"	https://us-cdn.justfab.com/media/video/products/PP2044930-0502/PP2044930-0502.mp4	PP2044930	1	$32.95	29/07/2022	1	$19.77	$	1	2
WE2147835-1810-83060	11464225	"Cora Embellished Wedge"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 3.75"" Measurements will vary slightly Imported "	$59.95	$11.24	https://us-cdn.justfab.com/media/images/products/WE2147835-1810/WE2147835-1810-2_589x860.jpg	https://www.justfab.ca/products/Cora-Embellished-Wedge-WE2147835-1810	"in stock"	"Fashion > Shoes > Sandals > Wedge"	JustFab			1	3	"Cora Embellished Wedge"		"low performer"	https://us-cdn.justfab.com/media/video/products/WE2147835-1810/WE2147835-1810.mp4	WE2147835	3	$44.95	30/08/2022	1	$26.97	$	0	39
WE2148154-1010-83085	11809261	"Taneisa Rouched Strap Wedge"	" Material: Faux Leather Heel Height: 2.25"" Platform Height: 2.0"" Measurements will vary slightly Imported "	$46.95	$9.24	https://us-cdn.justfab.com/media/images/products/WE2148154-1010/WE2148154-1010-2_589x860.jpg	https://www.justfab.ca/products/Taneisa-Rouched-Strap-Wedge-WE2148154-1010	"in stock"	"Fashion > Shoes > Sandals > Wedge"	JustFab			1	1	"Taneisa Rouched Strap Wedge"		"low performer"	https://us-cdn.justfab.com/media/video/products/WE2148154-1987/WE2148154-1987.mp4	WE2148154	1	$36.95	27/05/2021	1	$22.17	$	0	170
FA2148404-1440-83090	11811634	"Gabbi Minimalist Sandal"	" Featured JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 0.75"" Measurements will vary slightly Imported "	$42.95	$8.24	https://us-cdn.justfab.com/media/images/products/FA2148404-1440/FA2148404-1440-2_589x860.jpg	https://www.justfab.ca/products/Gabbi-Minimalist-Sandal-FA2148404-1440	"in stock"	"Fashion > Shoes > Sandals > Ankle Strap"	JustFab			1	2	"Gabbi Minimalist Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/FA2148404-0204/FA2148404-0204.mp4	FA2148404	2	$32.95	30/07/2021	1	$19.77	$	0	1
FT2148411-0001-83075	11930752	"Bay Ballet Flat"	" Featured JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 0.50"" Measurements will vary slightly Imported "	$32.95	$6.24	https://us-cdn.justfab.com/media/images/products/FT2148411-0001/FT2148411-0001-2_589x860.jpg	https://www.justfab.ca/products/Bay-Ballet-Flat-FT2148411-0001	"in stock"	"Fashion > Shoes > Flats > Ballet"	JustFab			1	1	"Bay Ballet Flat"		"low performer"	https://us-cdn.justfab.com/media/video/products/FT2148411-0001/FT2148411-0001.mp4	FT2148411	1	$24.95	30/12/2021	1	$14.97	$	0	1
SK2148740-0001-83060	11932060	"Jules Platform Sneaker"	" Featured JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 1.0"" Measurements will vary slightly Imported "	$46.95	$9.24	https://us-cdn.justfab.com/media/images/products/SK2148740-0001/SK2148740-0001-2_589x860.jpg	https://www.justfab.ca/products/Jules-Platform-Sneaker-SK2148740-0001	"in stock"	"Fashion > Shoes > Sneakers > Low Top"	JustFab			1	5	"Jules Platform Sneaker"		"low performer"	https://us-cdn.justfab.com/media/video/products/SK2148740-0001/SK2148740-0001.mp4	SK2148740	5	$36.95	15/03/2022	1	$22.17	$	0	42
BS2045214-1010-88095	12070906	"Rosamund Block Heeled Bootie"	" Material: Faux Leather Heel Height: 4"" Shaft Height: 4.5"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Imported "	$49.95	$9.99	https://us-cdn.justfab.com/media/images/products/BS1828519-1010/BS1828519-1010-2_589x860.jpg	https://www.justfab.ca/products/Rosamund-Block-Heeled-Bootie-BS1828519-1010	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab			1	5	"Rosamund Block Heeled Bootie"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS1828519-0001/BS1828519-0001.mp4	BS1828519	5	$39.95	27/09/2022	1	$23.97	$	0	92
BS2149438-0001-83075	12190057	"Clarice Cut-Out Lug Sole Boot"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 1.25"" Shaft Height (based on size 8): 4.25"" Calf Circumference (based on size 8): 16.5"" Measurements will vary slightly Imported "	$54.95	$11.24	https://us-cdn.justfab.com/media/images/products/BS2149438-0001/BS2149438-0001-2_589x860.jpg	https://www.justfab.ca/products/Clarice-Cut-Out-Lug-Sole-Boot-BS2149438-0001	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab			1	4	"Clarice Cut-Out Lug Sole Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2149438-0001/BS2149438-0001.mp4	BS2149438	4	$44.95	31/08/2021	1	$26.97	$	1	24
BS2149422-0001-88095	12192445	"Alexis Ankle Boot"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Suede Heel Height: 1.75"" Shaft Height (based on size 8): 4.25"" Measurements will vary slightly Closure: Pull-on Fit Note: E-Wide runs large Imported "	$49.95	$9.99	https://us-cdn.justfab.com/media/images/products/BS2149421-0001/BS2149421-0001-2_589x860.jpg	https://www.justfab.ca/products/Alexis-Ankle-Boot-BS2149421-0001	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab			1	9	"Alexis Ankle Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2149421-0001/BS2149421-0001.mp4	BS2149421	9	$39.95	27/11/2022	1	$23.97	$	0	1
PP2044681-2458-83120	12194143	"Gisselle Classic Pump"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Suede Heel Height: 4.0"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Imported "	$44.95	$8.24	https://us-cdn.justfab.com/media/images/products/PP2044681-2458/PP2044681-2458-2_589x860.jpg	https://www.justfab.ca/products/Gisselle-Classic-Pump-PP2044681-2458	"in stock"	"Fashion > Shoes > Pumps > Classic"	JustFab			1	9	"Gisselle Classic Pump"		"low performer"	https://us-cdn.justfab.com/media/video/products/PP2044681-1977/PP2044681-1977.mp4	PP2044681	9	$32.95	27/02/2023	1	$19.77	$	0	59
FB2150151-1440-83095	12194791	"Felice Lug Sole Boot"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 1.5"" Shaft Height (based on size 8): 16.0"" Calf Circumference (based on size 8): 16.5"" Measurements will vary slightly Imported "	$56.95	$11.74	https://us-cdn.justfab.com/media/images/products/FB2150151-1440/FB2150151-1440-2_589x860.jpg	https://www.justfab.ca/products/Felice-Lug-Sole-Boot-FB2150151-1440	"in stock"	"Fashion > Shoes > Boots > Moto"	JustFab			1	2	"Felice Lug Sole Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/FB2150151-0001/FB2150151-0001.mp4	FB2150151	2	$46.95	15/03/2022	1	$28.17	$	0	13
BS2149905-0001-88070	12338761	"Edde Lace-Up Bootie"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Suede/Faux Leather Heel Height: 3.0"" Shaft Height: 5.5"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Imported "	$54.95	$11.24	https://us-cdn.justfab.com/media/images/products/BS2045594-0001/BS2045594-0001-2_589x860.jpg	https://www.justfab.ca/products/EDDE-LACE-UP-BOOTIE-BS2045594-0001-2	"in stock"	"Fashion > Shoes > Boots > Combat"	JustFab			1	4	"Edde Lace-Up Bootie"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2045594-0001/BS2045594-0001.mp4	BS2045594	4	$44.95	12/10/2022	1	$26.97	$	0	1
BS2149867-1530-83075	12339766	"Aria Block Heeled Bootie"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Suede Heel Height: 3.25"" Shaft Height (based on size 8): 6.25"" Measurements will vary slightly Imported "	$54.95	$11.24	https://us-cdn.justfab.com/media/images/products/BS2149867-1530/BS2149867-1530-2_589x860.jpg	https://www.justfab.ca/products/Aria-Block-Heeled-Bootie-BS2149867-1530	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab			1	1	"Aria Block Heeled Bootie"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2149867-1533/BS2149867-1533.mp4	BS2149867	1	$44.95	30/12/2021	1	$26.97	$	1	17
BS2149869-1733-83065	12339883	"Shana Knit Trim Slouch Boot"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Suede Heel Height: 2.0"" Shaft Height (based on size 8): 10.0"" Calf Circumference (based on size 8): 16.5"" Measurements will vary slightly Imported "	$56.95	$11.74	https://us-cdn.justfab.com/media/images/products/BS2149869-1733/BS2149869-1733-2_589x860.jpg	https://www.justfab.ca/products/Shana-Knit-Trim-Slouch-Boot-BS2149869-1733	"in stock"	"Fashion > Shoes > Boots > Slouch"	JustFab			1	2	"Shana Knit Trim Slouch Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2149869-1733/BS2149869-1733.mp4	BS2149869	2	$46.95	27/11/2022	1	$28.17	$	0	48
CW2149952-1090-30060	12340621	"Jessica Lace-Up Winter Boot"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Textile Heel Height: 1.0"" Shaft Height (based on size 8): 10.5"" Calf Circumference (based on size 8): 16.5"" Measurements will vary slightly Imported "	$59.95	$12.49	https://us-cdn.justfab.com/media/images/products/CW2149952-1090/CW2149952-1090-2_589x860.jpg	https://www.justfab.ca/products/Jessica-Lace-Up-Winter-Boot-CW2149952-1090	"in stock"	"Fashion > Shoes > Boots > Snow"	JustFab			1	3	"Jessica Lace-Up Winter Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/CW2149952-1533/CW2149952-1533.mp4	CW2149952	3	$49.95	28/11/2022	1	$29.97	$	0	289
BS2150351-1780-83100	12341116	"Rainsford Classic Bootie"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Suede Heel Height: 3.5"" Shaft Height (based on size 8): 10.0"" Measurements will vary slightly Imported "	$49.95	$9.99	https://us-cdn.justfab.com/media/images/products/BS2150351-1780/BS2150351-1780-2_589x860.jpg	https://www.justfab.ca/products/Rainsford-Classic-Bootie-BS2150351-1780	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab			1	3	"Rainsford Classic Bootie"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2150351-1780/BS2150351-1780.mp4	BS2150351	3	$39.95	24/08/2022	1	$23.97	$	0	104
BS2149475-1530-83070	12342838	"Tevos Combat Boot"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Textile Heel Height: 1.75"" Shaft Height (based on size 8): 5.75"" Calf Circumference (based on size 8): 16.5"" Measurements will vary slightly Imported "	$54.95	$9.99	https://us-cdn.justfab.com/media/images/products/BS2149475-1530/BS2149475-1530-2_589x860.jpg	https://www.justfab.ca/products/Tevos-Combat-Boot-BS2149475-1530	"in stock"	"Fashion > Shoes > Boots > Combat"	JustFab			1	3	"Tevos Combat Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2149475-0001/BS2149475-0001.mp4	BS2149475	3	$39.95	01/09/2022	1	$23.97	$	0	33
FB2150271-1533-85110	12532429	"Remy Chain Detail Riding Boot"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 1.0"" Shaft Height (based on size 8): 16.0"" Regular Calf Circumference (based on size 8): 16.5"" Wide Calf Circumference (based on size 8): 18.5"" Measurements will vary slightly Imported "	$59.95	$12.49	https://us-cdn.justfab.com/media/images/products/FB2150270-1533/FB2150270-1533-2_589x860.jpg	https://www.justfab.ca/products/Remy-Chain-Detail-Riding-Boot-FB2150270-1533	"in stock"	"Fashion > Shoes > Boots > Riding"	JustFab			1	2	"Remy Chain Detail Riding Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/FB2150270-1533/FB2150270-1533.mp4	FB2150270	2	$49.95	08/12/2021	1	$29.97	$	0	1
BS2150466-1440-83090	12533269	"Rainsford Knit Block-Heeled Bootie"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 3.5"" Shaft Height (based on size 8): 5.5"" Measurements will vary slightly Imported "	$54.95	$11.24	https://us-cdn.justfab.com/media/images/products/BS2150466-1440/BS2150466-1440-2_589x860.jpg	https://www.justfab.ca/products/Rainsford-Knit-Block-Heeled-Bootie-BS2150466-1440	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab			1	1	"Rainsford Knit Block-Heeled Bootie"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2150466-1440/BS2150466-1440.mp4	BS2150466	1	$44.95	18/03/2022	1	$26.97	$	0	1
BS2150258-1440-83055	12534760	"Dory Zip Detail Ankle Boot"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 2.5"" Shaft Height (based on size 8): 5.0"" Calf Circumference (based on size 8): 16.5"" Measurements will vary slightly Imported "	$54.95	$11.24	https://us-cdn.justfab.com/media/images/products/BS2150258-1440/BS2150258-1440-2_589x860.jpg	https://www.justfab.ca/products/Dory-Zip-Detail-Ankle-Boot-BS2150258-1440	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab			1	3	"Dory Zip Detail Ankle Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2150258-1533/BS2150258-1533.mp4	BS2150258	3	$44.95	28/11/2022	1	$26.97	$	0	2
SK2150474-1533-83060	12535588	"Billie Sock Active Knit Sneaker"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Textile Heel Height: 1.25"" Shaft Height (based on size 8): 4.0"" Measurements will vary slightly Imported "	$49.95	$9.99	https://us-cdn.justfab.com/media/images/products/SK2150474-1533/SK2150474-1533-2_589x860.jpg	https://www.justfab.ca/products/Billie-Sock-Active-Knit-Sneaker-SK2150474-1533	"in stock"	"Fashion > Shoes > Sneakers > High Top"	JustFab			1	5	"Billie Sock Active Knit Sneaker"		"low performer"	https://us-cdn.justfab.com/media/video/products/SK2150474-1533/SK2150474-1533.mp4	SK2150474	5	$39.95	30/12/2021	1	$23.97	$	0	37
