id	item_group_id	title	description	price	sale_price	image_link	additional_image_link	link	availability	product_type	brand	color	size	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4	parent_sku	catwalk_video	release_date	half_price	sales_count_conversions_10_days	inventory_count	sales_count_conversions_1_day	woh	wide_width	wide_calf
HS2356659-2990-83120	15037575	"Dallas Heeled Boot"	" Material: Faux Leather Heel Height: 3.25"" Shaft Height: 13.75"" Closure: Zipper Measurements will vary slightly Imported "	"$54.95 "	$13.74	https://us-cdn.justfab.com/media/images/products/HS2356659-2990/HS2356659-2990-2_589x860.jpg		https://www.justfab.com/products/Dallas-Heeled-Boot-HS2356659-2990	"in stock"	"Fashion > Shoes > Boots > Heeled Boots"	JustFab	"Leather Brown"	12						HS2356659-2990		2023/08/15	$16.49	4	1625	0	58		
PP2042987-0204-83120	15030275	"Allura Woven Pump"	" Material: Faux Leather Heel Height: 1.75"" Measurements will vary slightly Closure: Slip On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/PP2042987-0204/PP2042987-0204-2_589x860.jpg		https://www.justfab.com/products/Allura-Woven-Pump-PP2042987-0204	"in stock"	"Fashion > Shoes > Pumps > Classic"	JustFab	Gold	12						PP2042987-0204		2023/08/15	$11.99	6	566	0	80.9		
PP2042987-2600-83120	15030210	"Allura Woven Pump"	" Material: Faux Leather Heel Height: 1.75"" Measurements will vary slightly Closure: Slip On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/PP2042987-2600/PP2042987-2600-2_589x860.jpg		https://www.justfab.com/products/Allura-Woven-Pump-PP2042987-2600	"in stock"	"Fashion > Shoes > Pumps > Classic"	JustFab	Camel	12						PP2042987-2600		2023/08/15	$11.99	11	1003	0	71.6		
PP2253263-1533-83120	13614502	"Cher Heeled Lug Sole Loafer"	" Material: Faux Leather Heel Height: 4.0"" Platform Height: 1.75"" Measurements will vary slightly Closure: Slip On Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/PP2253263-1533/PP2253263-1533-2_589x860.jpg		https://www.justfab.com/products/Cher-Lug-Sole-Loafer-PP2253263-1533	"in stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	"Black Caviar"	12						PP2253263-1533	https://us-cdn.justfab.com/media/video/products/PP2253263-1533/PP2253263-1533.mp4	2023/08/15	$14.99	11	1571	2	37.4		
PP2355887-0001-84120	15173940	"Sydney Platform Pump"	" Material: Faux Leather Heel Height: 5.0"" Platform Height: 1.5"" Measurements will vary slightly Closure: Adjustable Buckle Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/PP2355887-0001/PP2355887-0001-2_589x860.jpg		https://www.justfab.com/products/Sydney-Platform-Pump-PP2355887-0001	"in stock"	"Fashion > Shoes > Pumps > Ankle Strap"	JustFab	Black	12						PP2355887-0001		2023/08/15	$13.49	6	773	1	27.6		
PP2355887-1429-84120	15174005	"Sydney Platform Pump"	" Material: Faux Leather Heel Height: 5.0"" Platform Height: 1.5"" Measurements will vary slightly Closure: Adjustable Buckle Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/PP2355887-1429/PP2355887-1429-2_589x860.jpg		https://www.justfab.com/products/Sydney-Platform-Pump-PP2355887-1429	"in stock"	"Fashion > Shoes > Pumps > Ankle Strap"	JustFab	BIRCH	12						PP2355887-1429		2023/08/15	$13.49	1	834	0	59.6		
PP2356583-2990-83120	16541121	"Liliane Heeled Lug Sole Loafer"	" Material: Faux Leather Heel Height: 3.25"" Platform Height: 0.5"" Measurements will vary slightly Closure: Slip On Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/PP2356583-2990/PP2356583-2990-2_589x860.jpg		https://www.justfab.com/products/Liliane-Lug-Sole-Loafer-PP2356583-2990	"in stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	"Leather Brown"	12						PP2356583-2990		2023/08/15	$12.89	10	874	0	31.2		
PP2356674-2600-83120	15038090	"Greta Block Heel Mule"	" Material: Faux Suede Platform Height: 1.0"" Heel Height: 3.0"" Closure: Slip On Measurements will vary slightly Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/PP2356674-2600/PP2356674-2600-2_589x860.jpg		https://www.justfab.com/products/Greta-Block-Heel-Mule-PP2356674-2600	"in stock"	"Fashion > Shoes > Pumps > Platform"	JustFab	Camel	12						PP2356674-2600		2023/08/15	$14.99	4	2192	1	104.4		
PP2356674-4742-83120	15038155	"Greta Block Heel Mule"	" Material: Faux Suede Platform Height: 1.0"" Heel Height: 3.0"" Closure: Slip On Measurements will vary slightly Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/PP2356674-4742/PP2356674-4742-2_589x860.jpg		https://www.justfab.com/products/Greta-Block-Heel-Mule-PP2356674-4742	"in stock"	"Fashion > Shoes > Pumps > Platform"	JustFab	"Dark Sapphire"	12						PP2356674-4742		2023/08/15	$14.99	11	830	1	23.7		
SK2040221-1533-83120	14214637	"Eloise Platform Sneaker"	" Belongs to the JF Core collection—tried, tested & true Material: Faux Leather Heel Height: 1.5"" Platform Height: 1.75"" Measurements will vary slightly Closure: Slip On Imported "	"$29.95 "	$7.49	https://us-cdn.justfab.com/media/images/products/SK2040221-1533/SK2040221-1533-2_589x860.jpg		https://www.justfab.com/products/Eloise-Platform-Sneaker-SK2040221-1533	"in stock"	"Fashion > Shoes > Sneakers > Low Top"	JustFab	"Black Caviar"	12						SK2040221-1533	https://us-cdn.justfab.com/media/video/products/SK2040221-7610/SK2040221-7610.mp4	2023/08/15	$8.99	9	4985	0	44.5		
SK2146888-0001-83120	11386663	"Kayden Wedge Sneaker"	" Belongs to the JF Core collection—tried, tested & true Material: Faux Suede Heel Height: 2.5"" Measurements will vary slightly Closure: Inside Zipper Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/SK2146888-0001/SK2146888-0001-2_589x860.jpg		https://www.justfab.com/products/Kayden-Wedge-Sneaker-SK2146888-0001	"in stock"	"Fashion > Shoes > Sneakers > High Top"	JustFab	Black	12						SK2146888-0001	https://us-cdn.justfab.com/media/video/products/SK2146888-0111/SK2146888-0111.mp4	2023/08/15	$12.89	5	3151	1	150		
SK2146955-6477-83120	14214520	"Easton Sneaker"	" Belongs to the JF Core collection—tried, tested & true Material: Recycled Active Knit Heel Height: 1.0"" Measurements will vary slightly Closure: Nonfunctional decorative laces Slip On Imported "	"$34.95 "	$8.74	https://us-cdn.justfab.com/media/images/products/SK2146955-6477/SK2146955-6477-2_589x860.jpg		https://www.justfab.com/products/Easton-Sneaker-SK2146955-6477	"in stock"	"Fashion > Shoes > Sneakers > Active"	JustFab	Black	12						SK2146955-6477	https://us-cdn.justfab.com/media/video/products/SK2146955-7344/SK2146955-7344.mp4	2023/08/15	$10.49	5	4544	0	129.8		
SK2356584-0039-83120	16540471	"Cypress Athletic Sneaker"	" Material: Recycled Micro Heel Height: 1.25"" Measurements will vary slightly Closure: Adjustable Laces Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/SK2356584-0039/SK2356584-0039-2_589x860.jpg		https://www.justfab.com/products/Cypress-Athletic-Sneaker-SK2356584-0039	"in stock"	"Fashion > Shoes > Sneakers > Active"	JustFab	"Black/ White"	12						SK2356584-0039		2023/08/15	$11.99	4	1137	2	54.1		
CW2356661-1090-84100	16684356	"Ryder Rain Boot"	" Material: Faux Leather Heel Height: 2.75"" Shaft Height (based on size 8): 11.75"" Closure: Pull On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/CW2356661-1090/CW2356661-1090-2_589x860.jpg		https://www.justfab.com/products/Ryder-Rain-Boot-CW2356661-1090	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	"Bright White"	10						CW2356661-1090		2023/08/14	$11.99	3	967	0	967		
BS2356612-10998-83120	16541381	"Faye Ankle Boot"	" Material: Faux Leather Heel Height: 3.75"" Shaft Height (based on size 8): 4.25"" Measurements will vary slightly Closure: Pull On Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/BS2356612-10998/BS2356612-10998-2_589x860.jpg		https://www.justfab.com/products/Faye-Ankle-Boot-BS2356612-10998	"out of stock"	"Fashion > Shoes > Boots > Heeled Boots"	JustFab	"Black/ Off White"	12						BS2356612-10998		2023/07/31	$14.99	0	0	0	0		
FT2356603-10736-83120	16539961	"Alina Lug Sole Loafer"	" Material: Faux Leather Heel Height: 2.5"" Platform Height: 1.75"" Measurements will vary slightly Closure: Slip On Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/FT2356603-10736/FT2356603-10736-2_589x860.jpg		https://www.justfab.com/products/Alina-Lug-Sole-Loafer-FT2356603-10736	"out of stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	"Black/Bright White"	12						FT2356603-10736		2023/07/31	$14.99	0	0	0	0		
FT2356678-0001-83085	16539841	"Camille Slip-On Loafer"	" Material: Faux Leather Heel Height: 1.5"" Measurements will vary slightly Closure: Slip On Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/FT2356678-0001/FT2356678-0001-2_589x860.jpg		https://www.justfab.com/products/Camille-Slip-On-Loafer-FT2356678-0001	"out of stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	Black	8.5						FT2356678-0001		2023/07/31	$12.89	0	0	0	0		
FT2356678-2458-83110	16539901	"Camille Slip-On Loafer"	" Material: Faux Leather Heel Height: 1.5"" Measurements will vary slightly Closure: Slip On Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/FT2356678-2458/FT2356678-2458-2_589x860.jpg		https://www.justfab.com/products/Camille-Slip-On-Loafer-FT2356678-2458	"out of stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	Taupe	11						FT2356678-2458		2023/07/31	$12.89	0	0	0	0		
HD2356607-0001-83120	16541251	"Madelyn Block Heeled Sandal"	" Material: Patent Heel Height: 4.25"" Platform Height: 1.0"" Measurements will vary slightly Closure: Slip On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/HD2356607-0001/HD2356607-0001-2_589x860.jpg		https://www.justfab.com/products/Madelyn-Block-Heeled-Sandal-HD2356607-0001	"out of stock"	"Fashion > Shoes > Sandals > Ankle Strap"	JustFab	Black	12						HD2356607-0001		2023/07/31	$11.99	0	0	0	0		
HD2356607-8273-83120	16541316	"Madelyn Block Heeled Sandal"	" Material: Iridescent Mirror Heel Height: 4.25"" Platform Height: 1.0"" Measurements will vary slightly Closure: Slip On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/HD2356607-8273/HD2356607-8273-2_589x860.jpg		https://www.justfab.com/products/Madelyn-Block-Heeled-Sandal-HD2356607-8273	"out of stock"	"Fashion > Shoes > Sandals > Ankle Strap"	JustFab	"Bright Silver"	12						HD2356607-8273		2023/07/31	$11.99	0	0	0	0		
HD2356681-6397-83120	16541706	"Anissa Platform Heeled Sandal"	" Material: Patent Heel Height: 5.25"" Platform Height: 2.0"" Measurements will vary slightly Closure: Adjustable Buckle Imported "	"$54.95 "	$13.74	https://us-cdn.justfab.com/media/images/products/HD2356681-6397/HD2356681-6397-2_589x860.jpg		https://www.justfab.com/products/Anissa-Platform-Heeled-Sandal-HD2356681-6397	"out of stock"	"Fashion > Shoes > Sandals > Ankle Strap"	JustFab	"New Nude"	12						HD2356681-6397		2023/07/31	$16.49	0	0	0	0		
HS2356662-0001-83120	16541771	"Bella Heeled Boot"	" Material: Faux Leather Heel Height: 3.75"" Shaft Height (based on size 8): 15.75"" Measurements will vary slightly Closure: Functional Inside Zipper Imported "	"$62.95 "	$15.74	https://us-cdn.justfab.com/media/images/products/HS2356662-0001/HS2356662-0001-2_589x860.jpg		https://www.justfab.com/products/Bella-Heeled-Boot-HS2356662-0001	"out of stock"	"Fashion > Shoes > Boots > Heeled Boots"	JustFab	Black	12						HS2356662-0001		2023/07/31	$18.89	0	0	0	0		
PP2356683-0039-83120	16541446	"Margaux Platform Loafer Pump"	" Material: Canyon Snake Heel Height: 5.25"" Platform Height: 2.0"" Measurements will vary slightly Closure: Slip On Imported "	"$52.95 "	$13.24	https://us-cdn.justfab.com/media/images/products/PP2356683-0039/PP2356683-0039-2_589x860.jpg		https://www.justfab.com/products/Margaux-Platform-Loafer-Pump-PP2356683-0039	"out of stock"	"Fashion > Shoes > Pumps > Platform"	JustFab	"Black/ White"	12						PP2356683-0039		2023/07/31	$15.89	0	0	0	0		
BS1828519-0001-83120	8831674	"Rosamund Block Heeled Bootie"	" Belongs to the JF Core collection—tried, tested & true Material: Faux Suede Heel Height: 3.5"" Shaft Height: 4.0"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Fit Note: E-Wide runs large Closure: Zipper Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS1828519-0001/BS1828519-0001-2_589x860.jpg		https://www.justfab.com/products/Rosamund-Block-Heel-Bootie-BS1828519-0001	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab	Black	12						BS1828519-0001	https://us-cdn.justfab.com/media/video/products/BS1828519-0001/BS1828519-0001.mp4	2023/07/28	$11.99	20	5052	0	"51.6 Wide Width Available"	"Wide Width Available"	
BS1828519-0201-83120	16538891	"Rosamund Block Heeled Bootie"	" Material: Iridescent Crinkle Faux Leather Heel Height: 3.5"" Shaft Height (based on size 8): 4.0"" Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in D fit Closure: Functional Inside Zipper Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/BS1828519-0201/BS1828519-0201-2_589x860.jpg		https://www.justfab.com/products/Rosamund-Block-Heeled-Bootie-BS1828519-0201	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab	Silver	12						BS1828519-0201	https://us-cdn.justfab.com/media/video/products/BS1828519-0001/BS1828519-0001.mp4	2023/07/28	$12.89	2	1280	0	"1280 Wide Width Available"	"Wide Width Available"	
BS1828519-1010-83120	11957347	"Rosamund Block Heeled Bootie"	" Belongs to the JF Core collection—tried, tested & true Material: Faux Leather Heel Height: 3.5"" Shaft Height: 4.0"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Fit Note: E-Wide runs large Closure: Zipper Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS1828519-1010/BS1828519-1010-2_589x860.jpg		https://www.justfab.com/products/Rosamund-Block-Heeled-Bootie-BS1828519-1010	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab	White	12						BS1828519-1010	https://us-cdn.justfab.com/media/video/products/BS1828519-0001/BS1828519-0001.mp4	2023/07/28	$11.99	50	2857	4	"34 Wide Width Available"	"Wide Width Available"	
BS2041263-0003-83120	11276902	"Eletra Lace-Up Boot"	" Material: Faux Leather / PU Heel Height: 2.5"" Platform Height: 1.5"" Measurements will vary slightly Shaft Height (based on size 8): 6.5"" Closure: Lace-Up Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/BS2041263-0003/BS2041263-0003-2_589x860.jpg		https://www.justfab.com/products/Eletra-Lace-up-Boot-BS2041263-0003	"out of stock"	"Fashion > Shoes > Boots > Combat"	JustFab	"Black Onyx"	12						BS2041263-0003	https://us-cdn.justfab.com/media/video/products/BS2041263-0003/BS2041263-0003.mp4	2023/07/28	$14.99	13	2908	0	51.9		
BS2045214-0001-88120	8831674	"Rosamund Block Heeled Bootie"	" Belongs to the JF Core collection—tried, tested & true Material: Faux Suede Heel Height: 3.5"" Shaft Height: 4.0"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Fit Note: E-Wide runs large Closure: Zipper Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS1828519-0001/BS1828519-0001-2_589x860.jpg		https://www.justfab.com/products/Rosamund-Block-Heel-Bootie-BS1828519-0001	"out of stock"	"Fashion > Shoes > Boots > Booties"	JustFab	Black	12						BS2045214-0001	https://us-cdn.justfab.com/media/video/products/BS1828519-0001/BS1828519-0001.mp4	2023/07/28	$11.99	20	5052	0	"51.6 Wide Width Available"	"Wide Width Available"	
BS2146893-0001-84120	13584709	"Tanzi Lug Sole Boot"	" Material: Faux Leather Heel Height: 2.25"" Shaft Height (based on size 8): 5.5"" Measurements will vary slightly Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/BS2146893-0001/BS2146893-0001-2_589x860.jpg		https://www.justfab.com/products/Tanzi-Lug-Sole-Bootie-BS2146893-0001	"out of stock"	"Fashion > Shoes > Boots > Combat"	JustFab	Black	12						BS2146893-0001	https://us-cdn.justfab.com/media/video/products/BS2148097-0001/BS2148097-0001.mp4	2023/07/28	$13.49	4	5895	1	210.5		
BS2149421-0001-83120	12099067	"Alexis Ankle Boot"	" Material: Faux Suede Heel Height: 2.00"" Shaft Height (based on size 8): 4.25"" Measurements will vary slightly Closure: Zipper Fit Note: E-Wide runs large Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS2149421-0001/BS2149421-0001-2_589x860.jpg		https://www.justfab.com/products/Alexis-Ankle-Boot-BS2149421-0001	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab	Black	12						BS2149421-0001	https://us-cdn.justfab.com/media/video/products/BS2149421-1530/BS2149421-1530.mp4	2023/07/28	$11.99	37	3123	4	"26.2 Wide Width Available"	"Wide Width Available"	
BS2149475-7758-83120	16540926	"Tevos Combat Boot"	" Material: Rubberized Faux Leather Heel Height: 1.75"" Platform Height: 1.75"" Shaft Height (based on size 8): 5.75"" Closure: Lace Up Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS2149475-7758/BS2149475-7758-2_589x860.jpg		https://www.justfab.com/products/Tevos-Combat-Boot-BS2149475-7758	"in stock"	"Fashion > Shoes > Boots > Combat"	JustFab	Fuschia	12						BS2149475-7758	https://us-cdn.justfab.com/media/video/products/BS2149475-0001/BS2149475-0001.mp4	2023/07/28	$11.99	6	1214	1	86.7		
BS2150459-1090-35110	15175015	"Pegah Block Heeled Bootie"	" Material: Faux Leather Heel Height: 4.33"" Platform Height: 1.57"" Shaft Height (based on size 8): 5.31"" Measurements will vary slightly Imported "	"$54.95 "	$13.74	https://us-cdn.justfab.com/media/images/products/BS2150459-1090/BS2150459-1090-2_589x860.jpg		https://www.justfab.com/products/Pegah-Block-Heel-Bootie-BS2150459-1090	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab	"Bright White"	11						BS2150459-1090	https://us-cdn.justfab.com/media/video/products/BS2150066-1803/BS2150066-1803.mp4	2023/07/28	$16.49	7	4115	0	293.9		
BS2253253-1745-88120	13612504	"Vernetta Chelsea Boot"	" Material: Faux Leather Heel Height: 1.5"" Shaft Height (based on size 8): 5.00"" Extra wide width has additional room across the footbed, ball of the foot and instep Extra Wide width + Extra Wide Calf size is available in E fit Measurements will vary slightly Closure: Pull On Imported   "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/BS2149477-1745/BS2149477-1745-2_589x860.jpg		https://www.justfab.com/products/Vernetta-Chelsea-Ankle-Boot-BS2149477-1745	"out of stock"	"Fashion > Shoes > Boots > Booties"	JustFab	"French Oak"	12						BS2253253-1745	https://us-cdn.justfab.com/media/video/products/BS2149477-0001/BS2149477-0001.mp4	2023/07/28	$13.49	0	2381	0	"170.1 Wide Width Available"	"Wide Width Available"	
BS2253286-1533-83120	16542156	"Dakota Heeled Bootie"	" Material: Faux Leather Heel Height: 2.5"" Shaft Height (based on size 8): 3.25"" Closure: Inside Zipper Measurements will vary slightly Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/BS2253286-1533/BS2253286-1533-2_589x860.jpg		https://www.justfab.com/products/DAKOTA-HEELED-BOOTIE-BS2253286-1533-2	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	"Black Caviar"	12						BS2253286-1533		2023/07/28	$12.89	5	2124	0	"33.7 Wide Width Available"	"Wide Width Available"	
BS2253506-1429-83120	13612813	"Saydey Bootie"	" Material: Rubberized Faux Leather Heel Height: 1.75"" Platform Height: 1.0"" Shaft Height (based on size 8): 5.71"" Measurements will vary slightly Closure: Pull On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS2253506-1429/BS2253506-1429-2_589x860.jpg		https://www.justfab.com/products/Saydey-Bootie-BS2253506-1429	"in stock"	"Fashion > Shoes > Boots > Rain"	JustFab	"Birch White"	12						BS2253506-1429	https://us-cdn.justfab.com/media/video/products/BS2253506-1429/BS2253506-1429.mp4	2023/07/28	$11.99	12	2089	1	27.1		
BS2253506-7410-83120	13612852	"Saydey Bootie"	" Material: Rubberized Faux Leather Heel Height: 1.75"" Platform Height: 1.0"" Shaft Height (based on size 8): 5.75"" Measurements will vary slightly Closure: Pull On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS2253506-7410/BS2253506-7410-2_589x860.jpg		https://www.justfab.com/products/Saydey-Bootie-BS2253506-7410	"in stock"	"Fashion > Shoes > Boots > Rain"	JustFab	Blush	12						BS2253506-7410	https://us-cdn.justfab.com/media/video/products/BS2253506-1429/BS2253506-1429.mp4	2023/07/28	$11.99	5	1297	0	46.3		
BS2356611-10998-84065	16682531	"Faye Ankle Boot"	" Material: Faux Leather Heel Height: 3.75"" Shaft Height (based on size 8): 4.25"" Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in D fit Closure: Pull On Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/BS2356611-10998/BS2356611-10998-2_589x860.jpg		https://www.justfab.com/products/Faye-Ankle-Boot-BS2356611-10998	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	"Black/ Off White"	6.5						BS2356611-10998		2023/07/28	$14.99	9	1663	0	"59.4 Wide Width Available"	"Wide Width Available"	
BS2356611-8239-84120	16682626	"Faye Ankle Boot"	" Material: Soft Grain Metallic Faux Leather Heel Height: 3.75"" Shaft Height (based on size 8): 4.25"" Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in D fit Closure: Pull On Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/BS2356611-8239/BS2356611-8239-2_589x860.jpg		https://www.justfab.com/products/Faye-Ankle-Boot-BS2356611-8239	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	"Angel Falls"	12						BS2356611-8239		2023/07/28	$14.99	11	874	2	25		
BS2356656-1733-83120	15036875	"Della Block Heel Bootie"	" Material: Faux Suede Heel Height: 2.75 Platform Height: 4.75"" Closure: Zipper Measurements will vary slightly Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/BS2356656-1733/BS2356656-1733-2_589x860.jpg		https://www.justfab.com/products/Della-Block-Heel-Bootie-BS2356656-1733	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	Magnet	12						BS2356656-1733		2023/07/28	$13.49	9	1840	1	43.8		
BS2356656-2458-83120	15036940	"Della Block Heel Bootie"	" Material: Faux Suede Heel Height: 2.75 Platform Height: 4.75"" Closure: Zipper Measurements will vary slightly Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/BS2356656-2458/BS2356656-2458-2_589x860.jpg		https://www.justfab.com/products/Della-Block-Heel-Bootie-BS2356656-2458	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	Taupe	12						BS2356656-2458		2023/07/28	$13.49	24	937	2	7.9		
BS2356692-1533-83120	16542156	"Dakota Heeled Bootie"	" Material: Faux Leather Heel Height: 2.5"" Shaft Height (based on size 8): 3.25"" Closure: Inside Zipper Measurements will vary slightly Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/BS2253286-1533/BS2253286-1533-2_589x860.jpg		https://www.justfab.com/products/DAKOTA-HEELED-BOOTIE-BS2253286-1533-2	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	"Black Caviar"	12						BS2356692-1533		2023/07/28	$12.89	5	2124	0	"33.7 Wide Width Available"	"Wide Width Available"	
BS2356695-10998-81065	16682531	"Faye Ankle Boot"	" Material: Faux Leather Heel Height: 3.75"" Shaft Height (based on size 8): 4.25"" Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in D fit Closure: Pull On Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/BS2356611-10998/BS2356611-10998-2_589x860.jpg		https://www.justfab.com/products/Faye-Ankle-Boot-BS2356611-10998	"out of stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	"Black/ Off White"	6.5						BS2356695-10998		2023/07/28	$14.99	9	1663	0	"59.4 Wide Width Available"	"Wide Width Available"	
BS2356698-0001-83120	8831674	"Rosamund Block Heeled Bootie"	" Belongs to the JF Core collection—tried, tested & true Material: Faux Suede Heel Height: 3.5"" Shaft Height: 4.0"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Fit Note: E-Wide runs large Closure: Zipper Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS1828519-0001/BS1828519-0001-2_589x860.jpg		https://www.justfab.com/products/Rosamund-Block-Heel-Bootie-BS1828519-0001	"out of stock"	"Fashion > Shoes > Boots > Booties"	JustFab	Black	12						BS2356698-0001	https://us-cdn.justfab.com/media/video/products/BS1828519-0001/BS1828519-0001.mp4	2023/07/28	$11.99	20	5052	0	"51.6 Wide Width Available"	"Wide Width Available"	
BS2356698-0201-83120	16538891	"Rosamund Block Heeled Bootie"	" Material: Iridescent Crinkle Faux Leather Heel Height: 3.5"" Shaft Height (based on size 8): 4.0"" Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in D fit Closure: Functional Inside Zipper Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/BS1828519-0201/BS1828519-0201-2_589x860.jpg		https://www.justfab.com/products/Rosamund-Block-Heeled-Bootie-BS1828519-0201	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab	Silver	12						BS2356698-0201	https://us-cdn.justfab.com/media/video/products/BS1828519-0001/BS1828519-0001.mp4	2023/07/28	$12.89	2	1280	0	"1280 Wide Width Available"	"Wide Width Available"	
BS2356698-1010-83120	11957347	"Rosamund Block Heeled Bootie"	" Belongs to the JF Core collection—tried, tested & true Material: Faux Leather Heel Height: 3.5"" Shaft Height: 4.0"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Fit Note: E-Wide runs large Closure: Zipper Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS1828519-1010/BS1828519-1010-2_589x860.jpg		https://www.justfab.com/products/Rosamund-Block-Heeled-Bootie-BS1828519-1010	"out of stock"	"Fashion > Shoes > Boots > Booties"	JustFab	White	12						BS2356698-1010	https://us-cdn.justfab.com/media/video/products/BS1828519-0001/BS1828519-0001.mp4	2023/07/28	$11.99	50	2857	4	"34 Wide Width Available"	"Wide Width Available"	
