id	item_group_id	title	price	sale_price	image_link	link	availability	product_type	brand	additional_image_link_1	additional_image_link_2	additional_image_link_3	inventory_count	product_sku	sales_count_conversions_10_days	additional_image_link_0	additional_image_link_4	sales_count_conversions_1_day	mpid	parent_sku	membership_brand_id	base_sku	release_date
SO2357814-8917-15060	15264715	"The Fundamental Short II Lined 7in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2357814-8917/SO2357814-8917-1_998x1498.jpg	"https://www.fabletics.com/products/15264715?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2357814-8917/SO2357814-8917-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2357814-8917/SO2357814-8917-4_998x1498.jpg	1296	SO2357814-8917	295			53	15264715	SO2357814-8917	1	SO2357814	2023/08/18
FM230876-00	15191595	"The Stride 2-Piece Set"	$119.9		https://fabletics-us-cdn.justfab.com/media/images/products/FM230876/FM230876-1_998x1498.jpg	"https://www.fabletics.com/products/15336865?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Outfits"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/FM230876/FM230876-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/FM230876/FM230876-4_998x1498.jpg	631	FM230876	35		https://fabletics-us-cdn.justfab.com/media/images/products/FM230876/FM230876-5_998x1498.jpg	2	15191595	FM230876	1		2023/08/17
FM230875-00	15190575	"The Adapt Pro 2-Piece Set"	$109.9		https://fabletics-us-cdn.justfab.com/media/images/products/FM230875/FM230875-1_998x1498.jpg	"https://www.fabletics.com/products/15336855?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Outfits"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/FM230875/FM230875-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/FM230875/FM230875-4_998x1498.jpg	227	FM230875	3		https://fabletics-us-cdn.justfab.com/media/images/products/FM230875/FM230875-5_998x1498.jpg	0	15190575	FM230875	1		2023/08/16
FM230874-00	15191730	"The Track Star 2-Piece Set"	$114.9		https://fabletics-us-cdn.justfab.com/media/images/products/FM230874/FM230874-1_998x1498.jpg	"https://www.fabletics.com/products/15336850?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Outfits"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/FM230874/FM230874-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/FM230874/FM230874-4_998x1498.jpg	26	FM230874	5		https://fabletics-us-cdn.justfab.com/media/images/products/FM230874/FM230874-5_998x1498.jpg	0	15191730	FM230874	1		2023/08/16
LC2356869-3570-17070	15212720	"Axis Long Lab Coat"	$99.95		https://fabletics-us-cdn.justfab.com/media/images/products/LC2356869-3570/LC2356869-3570-1_998x1498.jpg	"https://www.fabletics.com/products/15212720?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Scrubs > Lab Coats"	"Fabletics 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LC2356869-3570/LC2356869-3570-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LC2356869-3570/LC2356869-3570-4_998x1498.jpg	431	LC2356869-3570	43		https://fabletics-us-cdn.justfab.com/media/images/products/LC2356869-3570/LC2356869-3570-5_998x1498.jpg	10	15212720	LC2356869-3570	1	LC2356869	2023/08/16
LC2356870-3570-17070	15212775	"Axis Short Lab Coat"	$99.95		https://fabletics-us-cdn.justfab.com/media/images/products/LC2356870-3570/LC2356870-3570-1_998x1498.jpg	"https://www.fabletics.com/products/15212775?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Scrubs > Lab Coats"	"Fabletics 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LC2356870-3570/LC2356870-3570-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LC2356870-3570/LC2356870-3570-4_998x1498.jpg	503	LC2356870-3570	15		https://fabletics-us-cdn.justfab.com/media/images/products/LC2356870-3570/LC2356870-3570-5_998x1498.jpg	3	15212775	LC2356870-3570	1	LC2356870	2023/08/16
LC2356867-3570-15060	15212830	"Element Long Lab Coat"	$99.95		https://fabletics-us-cdn.justfab.com/media/images/products/LC2356867-3570/LC2356867-3570-1_998x1498.jpg	"https://www.fabletics.com/products/15212830?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Scrubs > Lab Coats"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LC2356867-3570/LC2356867-3570-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LC2356867-3570/LC2356867-3570-4_998x1498.jpg	275	LC2356867-3570	8		https://fabletics-us-cdn.justfab.com/media/images/products/LC2356867-3570/LC2356867-3570-5_998x1498.jpg	2	15212830	LC2356867-3570	1	LC2356867	2023/08/16
LC2356868-3570-15060	15212880	"Element Short Lab Coat"	$99.95		https://fabletics-us-cdn.justfab.com/media/images/products/LC2356868-3570/LC2356868-3570-1_998x1498.jpg	"https://www.fabletics.com/products/15212880?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Scrubs > Lab Coats"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LC2356868-3570/LC2356868-3570-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LC2356868-3570/LC2356868-3570-4_998x1498.jpg	303	LC2356868-3570	5		https://fabletics-us-cdn.justfab.com/media/images/products/LC2356868-3570/LC2356868-3570-5_998x1498.jpg	2	15212880	LC2356868-3570	1	LC2356868	2023/08/16
SO2252995-6932-15060	15324135	"The Fundamental Short II Lined 7in"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252995-6932/SO2252995-6932-1_998x1498.jpg	"https://www.fabletics.com/products/15324135?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252995-6932/SO2252995-6932-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2252995-6932/SO2252995-6932-4_998x1498.jpg	4456	SO2252995-6932	136		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252995-6932/SO2252995-6932-5_998x1498.jpg	34	15324135	SO2252995-6932	1	SO2252995	2023/08/16
SO2253047-7714-15060	15332475	"The One Short Lined 5in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253047-7714/SO2253047-7714-1_998x1498.jpg	"https://www.fabletics.com/products/15332475?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253047-7714/SO2253047-7714-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2253047-7714/SO2253047-7714-4_998x1498.jpg	1440	SO2253047-7714	200		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253047-7714/SO2253047-7714-5_998x1498.jpg	20	15332475	SO2253047-7714	1	SO2253047	2023/08/16
SO2252189-2761-15060	15332510	"The One Short Lined 7in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-2761/SO2252189-2761-1_998x1498.jpg	"https://www.fabletics.com/products/15332510?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-2761/SO2252189-2761-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-2761/SO2252189-2761-4_998x1498.jpg	958	SO2252189-2761	303		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-2761/SO2252189-2761-5_998x1498.jpg	38	15332510	SO2252189-2761	1	SO2252189	2023/08/16
SO2254015-8208-15060	15332560	"The One Short Lined 7in"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2254015-8208/SO2254015-8208-1_998x1498.jpg	"https://www.fabletics.com/products/15332560?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2254015-8208/SO2254015-8208-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2254015-8208/SO2254015-8208-4_998x1498.jpg	974	SO2254015-8208	256		https://fabletics-us-cdn.justfab.com/media/images/products/SO2254015-8208/SO2254015-8208-5_998x1498.jpg	38	15332560	SO2254015-8208	1	SO2254015	2023/08/16
PT2253112-6932-33370	13500778	"The Fundamental Pant"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT2253112-6932/PT2253112-6932-1_998x1498.jpg	"https://www.fabletics.com/products/13500778?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Pants"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/PT2253112-6932/PT2253112-6932-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/PT2253112-6932/PT2253112-6932-4_998x1498.jpg	1272	PT2253112-6932	76		https://fabletics-us-cdn.justfab.com/media/images/products/PT2253112-6932/PT2253112-6932-5_998x1498.jpg	18	13500778	PT2253112-6932	1	PT2253112	2023/08/15
LS2039656-4846-15040	15323065	"The Training Day Long Sleeve Tee"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/LS2039656-4846/LS2039656-4846-1_998x1498.jpg	"https://www.fabletics.com/products/15323065?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Long-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LS2039656-4846/LS2039656-4846-3_998x1498.jpg		3717	LS2039656-4846	100			19	15323065	LS2039656-4846	1	LS2039656	2023/08/15
LS2039656-1867-15030	15323100	"The Training Day Long Sleeve Tee"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/LS2039656-1867/LS2039656-1867-1_998x1498.jpg	"https://www.fabletics.com/products/15323100?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Long-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LS2039656-1867/LS2039656-1867-3_998x1498.jpg		2780	LS2039656-1867	64			13	15323100	LS2039656-1867	1	LS2039656	2023/08/15
LS2039656-3570-15010	15323135	"The Training Day Long Sleeve Tee"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/LS2039656-3570/LS2039656-3570-1_998x1498.jpg	"https://www.fabletics.com/products/15323135?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Long-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LS2039656-3570/LS2039656-3570-3_998x1498.jpg		3426	LS2039656-3570	80			12	15323135	LS2039656-3570	1	LS2039656	2023/08/15
SS2039655-3654-15020	15323170	"The Training Day Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2039655-3654/SS2039655-3654-1_998x1498.jpg	"https://www.fabletics.com/products/15323170?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2039655-3654/SS2039655-3654-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2039655-3654/SS2039655-3654-4_998x1498.jpg	14	SS2039655-3654	453			36	15323170	SS2039655-3654	1	SS2039655	2023/08/15
SS2039655-8129-15060	15323205	"The Training Day Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2039655-8129/SS2039655-8129-1_998x1498.jpg	"https://www.fabletics.com/products/15323205?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2039655-8129/SS2039655-8129-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2039655-8129/SS2039655-8129-4_998x1498.jpg	392	SS2039655-8129	490			78	15323205	SS2039655-8129	1	SS2039655	2023/08/15
SS2148180-3654-15060	15323240	"The Training Day Polo"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2148180-3654/SS2148180-3654-1_998x1498.jpg	"https://www.fabletics.com/products/15323240?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2148180-3654/SS2148180-3654-3_998x1498.jpg		2775	SS2148180-3654	62			10	15323240	SS2148180-3654	1	SS2148180	2023/08/15
LS2149690-4846-15060	15323275	"The Training Day 1/4 Zip"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/LS2149690-4846/LS2149690-4846-1_998x1498.jpg	"https://www.fabletics.com/products/15323275?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Long-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LS2149690-4846/LS2149690-4846-3_998x1498.jpg		2650	LS2149690-4846	15			4	15323275	LS2149690-4846	1	LS2149690	2023/08/15
LS2149690-3570-15060	15323310	"The Training Day 1/4 Zip"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/LS2149690-3570/LS2149690-3570-1_998x1498.jpg	"https://www.fabletics.com/products/15323310?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Long-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LS2149690-3570/LS2149690-3570-3_998x1498.jpg		2123	LS2149690-3570	30			6	15323310	LS2149690-3570	1	LS2149690	2023/08/15
SS2044523-3654-15060	15323345	"The 24-7 Tee"	$44.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2044523-3654/SS2044523-3654-1_998x1498.jpg	"https://www.fabletics.com/products/15323345?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2044523-3654/SS2044523-3654-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2044523-3654/SS2044523-3654-4_998x1498.jpg	624	SS2044523-3654	748			154	15323345	SS2044523-3654	1	SS2044523	2023/08/15
SS2044523-9127-15060	15323395	"The 24-7 Tee"	$44.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2044523-9127/SS2044523-9127-1_998x1498.jpg	"https://www.fabletics.com/products/15323395?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2044523-9127/SS2044523-9127-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2044523-9127/SS2044523-9127-4_998x1498.jpg	923	SS2044523-9127	90			11	15323395	SS2044523-9127	1	SS2044523	2023/08/15
SS2146511-7652-15060	15323445	"The 24-7 Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2146511-7652/SS2146511-7652-1_998x1498.jpg	"https://www.fabletics.com/products/15323445?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2146511-7652/SS2146511-7652-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2146511-7652/SS2146511-7652-4_998x1498.jpg	853	SS2146511-7652	134			29	15323445	SS2146511-7652	1	SS2146511	2023/08/15
SS2146511-7653-15060	15323480	"The 24-7 Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2146511-7653/SS2146511-7653-1_998x1498.jpg	"https://www.fabletics.com/products/15323480?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2146511-7653/SS2146511-7653-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2146511-7653/SS2146511-7653-4_998x1498.jpg	1129	SS2146511-7653	45			9	15323480	SS2146511-7653	1	SS2146511	2023/08/15
SS2146511-7656-15060	15323515	"The 24-7 Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2146511-7656/SS2146511-7656-1_998x1498.jpg	"https://www.fabletics.com/products/15323515?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2146511-7656/SS2146511-7656-3_998x1498.jpg		1077	SS2146511-7656	50			8	15323515	SS2146511-7656	1	SS2146511	2023/08/15
SS2355226-3196-15060	15323550	"The 24-7 Pocket Tee"	$44.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2355226-3196/SS2355226-3196-1_998x1498.jpg	"https://www.fabletics.com/products/15323550?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2355226-3196/SS2355226-3196-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2355226-3196/SS2355226-3196-4_998x1498.jpg	1198	SS2355226-3196	177			33	15323550	SS2355226-3196	1	SS2355226	2023/08/15
SS2354327-7592-15060	15323600	"The R&R Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7592/SS2354327-7592-1_998x1498.jpg	"https://www.fabletics.com/products/15323600?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7592/SS2354327-7592-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7592/SS2354327-7592-4_998x1498.jpg	504	SS2354327-7592	152			27	15323600	SS2354327-7592	1	SS2354327	2023/08/15
SS2354327-7591-15060	15323635	"The R&R Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7591/SS2354327-7591-1_998x1498.jpg	"https://www.fabletics.com/products/15323635?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7591/SS2354327-7591-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7591/SS2354327-7591-4_998x1498.jpg	666	SS2354327-7591	92			12	15323635	SS2354327-7591	1	SS2354327	2023/08/15
SS2354327-7596-15060	15323670	"The R&R Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7596/SS2354327-7596-1_998x1498.jpg	"https://www.fabletics.com/products/15323670?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7596/SS2354327-7596-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7596/SS2354327-7596-4_998x1498.jpg	598	SS2354327-7596	53			9	15323670	SS2354327-7596	1	SS2354327	2023/08/15
LS2355677-7747-15060	15323740	"The Dash Long Sleeve Button Up"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/LS2355677-7747/LS2355677-7747-1_998x1498.jpg	"https://www.fabletics.com/products/15323740?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Long-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LS2355677-7747/LS2355677-7747-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LS2355677-7747/LS2355677-7747-4_998x1498.jpg	1929	LS2355677-7747	24		https://fabletics-us-cdn.justfab.com/media/images/products/LS2355677-7747/LS2355677-7747-5_998x1498.jpg	5	15323740	LS2355677-7747	1	LS2355677	2023/08/15
SS2356261-7747-15060	15323790	"The Dash Polo"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2356261-7747/SS2356261-7747-1_998x1498.jpg	"https://www.fabletics.com/products/15323790?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2356261-7747/SS2356261-7747-3_998x1498.jpg		876	SS2356261-7747	105			11	15323790	SS2356261-7747	1	SS2356261	2023/08/15
SB2252186-7714-15030	15323840	"The Lightweight Go-To Hoodie"	$84.95		https://fabletics-us-cdn.justfab.com/media/images/products/SB2252186-7714/SB2252186-7714-1_998x1498.jpg	"https://www.fabletics.com/products/15323840?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Hoodies and Sweatshirts > Hoodies"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SB2252186-7714/SB2252186-7714-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SB2252186-7714/SB2252186-7714-4_998x1498.jpg	902	SB2252186-7714	24			5	15323840	SB2252186-7714	1	SB2252186	2023/08/15
SB2252186-4668-15050	15323890	"The Lightweight Go-To Hoodie"	$84.95		https://fabletics-us-cdn.justfab.com/media/images/products/SB2252186-4668/SB2252186-4668-1_998x1498.jpg	"https://www.fabletics.com/products/15323890?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Hoodies and Sweatshirts > Hoodies"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SB2252186-4668/SB2252186-4668-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SB2252186-4668/SB2252186-4668-4_998x1498.jpg	817	SB2252186-4668	59			11	15323890	SB2252186-4668	1	SB2252186	2023/08/15
SB2355286-7653-15050	15323940	"The Lightweight Go-To Hoodie"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/SB2355286-7653/SB2355286-7653-1_998x1498.jpg	"https://www.fabletics.com/products/15323940?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Hoodies and Sweatshirts > Hoodies"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SB2355286-7653/SB2355286-7653-3_998x1498.jpg		988	SB2355286-7653	15			1	15323940	SB2355286-7653	1	SB2355286	2023/08/15
SO2253775-7640-15060	15324085	"The Fundamental Short II Lined 7in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253775-7640/SO2253775-7640-1_998x1498.jpg	"https://www.fabletics.com/products/15324085?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253775-7640/SO2253775-7640-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2253775-7640/SO2253775-7640-4_998x1498.jpg	4321	SO2253775-7640	338		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253775-7640/SO2253775-7640-5_998x1498.jpg	42	15324085	SO2253775-7640	1	SO2253775	2023/08/15
SO2253766-7640-15060	15324290	"The Fundamental Short II 7in"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253766-7640/SO2253766-7640-1_998x1498.jpg	"https://www.fabletics.com/products/15324290?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253766-7640/SO2253766-7640-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2253766-7640/SO2253766-7640-4_998x1498.jpg	4885	SO2253766-7640	61		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253766-7640/SO2253766-7640-5_998x1498.jpg	12	15324290	SO2253766-7640	1	SO2253766	2023/08/15
SO2252996-6932-15060	15324340	"The Fundamental Short II 7in"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252996-6932/SO2252996-6932-1_998x1498.jpg	"https://www.fabletics.com/products/15324340?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252996-6932/SO2252996-6932-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2252996-6932/SO2252996-6932-4_998x1498.jpg	5137	SO2252996-6932	62		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252996-6932/SO2252996-6932-5_998x1498.jpg	14	15324340	SO2252996-6932	1	SO2252996	2023/08/15
SO2148647-7714-15060	15324755	"The One Short 7in"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-7714/SO2148647-7714-1_998x1498.jpg	"https://www.fabletics.com/products/15324755?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-7714/SO2148647-7714-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-7714/SO2148647-7714-4_998x1498.jpg	1466	SO2148647-7714	142		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-7714/SO2148647-7714-5_998x1498.jpg	32	15324755	SO2148647-7714	1	SO2148647	2023/08/15
SO2252189-3654-15060	15324945	"The One Short Lined 7in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-3654/SO2252189-3654-1_998x1498.jpg	"https://www.fabletics.com/products/15324945?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-3654/SO2252189-3654-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-3654/SO2252189-3654-4_998x1498.jpg	2031	SO2252189-3654	798		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-3654/SO2252189-3654-5_998x1498.jpg	108	15324945	SO2252189-3654	1	SO2252189	2023/08/15
SO2252189-7714-15060	15325030	"The One Short Lined 7in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-7714/SO2252189-7714-1_998x1498.jpg	"https://www.fabletics.com/products/15325030?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-7714/SO2252189-7714-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-7714/SO2252189-7714-4_998x1498.jpg	1589	SO2252189-7714	186		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-7714/SO2252189-7714-5_998x1498.jpg	32	15325030	SO2252189-7714	1	SO2252189	2023/08/15
UW2044696-3654-15060	15325125	"The 24-7 Boxer Brief"	$19.95		https://fabletics-us-cdn.justfab.com/media/images/products/UW2044696-3654/UW2044696-3654-1_998x1498.jpg	"https://www.fabletics.com/products/15325125?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Underwear"	"Fabletics Men 1"				317	UW2044696-3654	787			127	15325125	UW2044696-3654	1	UW2044696	2023/08/15
